Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Mirati therapeutics inc,MRTX,"",4137857.0,732028000.0,0.018173,0.0166,769,3434.0,0.083059,addition,8.0154999,Q3 2013,HEALTH CARE,13F,09/30/2021,91.7807,138.5
Asana  inc.,ASAN,"",7022576.0,729224000.0,0.0181033,0.0091,770,1099899.0,18.570977,addition,7.3814533,Q3 2020,INFORMATION TECHNOLOGY,13F,09/30/2021,44.8458,131.6
Chart industries inc,GTLS,"",3805295.0,727230000.0,0.0180538,0.0138,771,7263.0,0.191231,addition,10.4611118,Q3 2006,INDUSTRIALS,13F,09/30/2021,50.7584,186.52
Vmware inc,VMW,"",4880977.0,725801000.0,0.0180184,0.0197,772,-73030.0,-1.47416,reduction,4.3763772,Q3 2007,INFORMATION TECHNOLOGY,13F,09/30/2021,92.74,123.3
Brooks automation inc,BRKS,"",7086193.0,725272000.0,0.0180052,0.017,773,-93463.0,-1.301775,reduction,9.5376918,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,19.84,119.51
Tenet healthcare corp.,THC,"",10879139.0,722811000.0,0.0179441,0.0187,774,-355145.0,-3.161261,reduction,10.1623068,Q2 2002,HEALTH CARE,13F,09/30/2021,299.33,78.78
Tandem diabetes care inc,TNDM,"",6051059.0,722375000.0,0.0179333,0.0136,775,446554.0,7.967769,addition,9.6003813,Q4 2013,HEALTH CARE,13F,09/30/2021,51.8321,142.49
Redfin corp,RDFN,"",14331098.0,717988000.0,0.0178244,0.0235,776,-547791.0,-3.681666,reduction,13.6600580,Q3 2017,REAL ESTATE,13F,09/30/2021,31.23,43.83
Itt inc. (international telephone and telegraph),ITT,"",8351423.0,716886000.0,0.017797,0.0191,777,-29396.0,-0.350753,reduction,9.6996783,Q2 2002,INDUSTRIALS,13F,09/30/2021,44.89,104.42
Concentrix corp.,CNXC,"",4049612.0,716781000.0,0.0177944,0.0158,778,103254.0,2.616438,addition,7.7553961,Q4 2020,INFORMATION TECHNOLOGY,13F,09/30/2021,109.0382,188.35
Rayonier inc.,RYN,"",20073391.0,716218000.0,0.0177805,0.0177,779,249967.0,1.260968,addition,14.2037083,Q2 2002,REAL ESTATE,13F,09/30/2021,30.2386,40.8
Jazz pharmaceuticals plc,JAZZ,"",5478172.0,713312000.0,0.0177083,0.0242,780,-5307.0,-0.096782,reduction,8.9273424,Q1 2008,HEALTH CARE,13F,09/30/2021,104.64,133.09
Xpo logistics inc,XPO,"",8952884.0,712471000.0,0.0176874,0.0311,781,-6397432.26,-41.676224,reduction,7.8105006,Q2 2012,TRANSPORTS,13F,09/30/2021,48.57,77.58
Brunswick corp.,BC,"",7472533.0,711908000.0,0.0176735,0.0188,782,-118536.0,-1.561519,reduction,9.6420643,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,37.03,101.04
Teradata corp.,TDC,"",12392543.0,710713000.0,0.0176438,0.0155,783,-46827.0,-0.376442,reduction,11.3588845,Q4 2007,INFORMATION TECHNOLOGY,13F,09/30/2021,32.48,47.76
Tx pacific land trust,TPL,"",586868.0,709736000.0,0.0176195,0.0244,784,-26139.0,-4.264062,reduction,7.5700835,Q4 2015,REAL ESTATE,13F,09/30/2021,1521.99,1258.02
Olin corp. (mathieson chemical),OLN,"",14702182.0,709379000.0,0.0176107,0.0168,785,124649.0,0.855076,addition,9.1624047,Q2 2002,MATERIALS,13F,09/30/2021,23.343,62.44
Zynga  inc.,ZNGA,"",94196564.0,709299000.0,0.0176087,0.0248,786,572490.0,0.611477,addition,8.6517066,Q1 2012,INFORMATION TECHNOLOGY,13F,09/30/2021,4.8067,6.96
Sei investments co.,SEIC,"",11958144.0,709117000.0,0.0176042,0.0193,787,-540239.0,-4.322471,reduction,8.4763466,Q2 2002,FINANCE,13F,09/30/2021,32.68,64.75
Donaldson company  inc.,DCI,"",12284977.0,705280000.0,0.0175089,0.0196,788,-141002.0,-1.134736,reduction,9.7822230,Q2 2002,INDUSTRIALS,13F,09/30/2021,32.44,61.92
Knight transportation inc.,KNX,"",13774985.0,704590000.0,0.0174918,0.0148,789,668090.0,5.097241,addition,8.2993860,Q2 2002,TRANSPORTS,13F,09/30/2021,34.0325,58.67
Agree realty corp.,ADC,"",10624233.0,703643000.0,0.0174683,0.0185,790,100578.0,0.955733,addition,15.4147948,Q4 2009,REAL ESTATE,13F,09/30/2021,56.9487,69.13
Encompass health corp,EHC,"",9361925.0,702519000.0,0.0174404,0.0181,791,50973.0,0.547452,addition,9.4086148,Q4 2006,HEALTH CARE,13F,09/30/2021,37.0679,63.59
Fortis inc,FTS,"",15747696.0,698095000.0,0.0173306,0.0163,792,942147.0,6.363472,addition,3.3416436,Q4 2016,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,34.3924,44.37
Omnicell inc,OMCL,"",4694784.0,696847000.0,0.0172996,0.0176,793,33481.0,0.718276,addition,10.7989803,Q2 2003,HEALTH CARE,13F,09/30/2021,52.648,181.55
Primerica inc,PRI,"",4524329.0,695072000.0,0.0172555,0.0173,794,-9955.0,-0.21955,reduction,11.4627414,Q2 2010,FINANCE,13F,09/30/2021,52.4,159.94
Caseys general stores  inc.,CASY,"",3680500.0,693589000.0,0.0172187,0.0178,795,7583.0,0.206457,addition,9.9198846,Q2 2002,CONSUMER STAPLES,13F,09/30/2021,67.4698,193.63
Sl green realty corp.,SLG,"",9778627.0,692718000.0,0.0171971,0.0204,796,-460037.0,-4.493135,reduction,14.0995927,Q2 2002,REAL ESTATE,13F,09/30/2021,83.9,74.55
Sarepta therapeutics inc,SRPT,"",7480651.0,691811000.0,0.0171745,0.0144,797,24249.0,0.32521,addition,9.3690067,Q4 2002,HEALTH CARE,13F,09/30/2021,86.8682,79.72
Cullen/frost bankers  inc. (frost national bank) (san antonio  tx),CFR,"",5822431.0,690656000.0,0.0171459,0.0152,798,351180.0,6.418642,addition,9.1626468,Q2 2002,FINANCE,13F,09/30/2021,73.844,133.9
Zurn water solutions corp,ZWS,"",10696471.0,687676000.0,0.0170719,0.0134,799,-35658.0,-0.332255,reduction,8.8323682,Q2 2012,INDUSTRIALS,13F,09/30/2021,26.16,37.71
Liberty sirius xm group  series c,LSXMK,"",14456478.0,686249000.0,0.0170365,0.0165,800,157974.0,1.104829,addition,6.4194868,Q2 2016,COMMUNICATIONS,13F,09/30/2021,31.813,55.6
Performance food group co,PFGC,"",14770006.0,686214000.0,0.0170356,0.0151,801,2248825.0,17.960167,addition,11.0188290,Q4 2015,CONSUMER STAPLES,13F,09/30/2021,33.6252,44.77
Universal display corp,OLED,"",4010702.0,685670000.0,0.0170221,0.0223,802,-25593.0,-0.634072,reduction,8.5116921,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,56.87,163.2
Kohls corp.,KSS,"",14440642.0,680009000.0,0.0168816,0.0198,803,-24696.0,-0.170725,reduction,9.5929297,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,54.01,56.48
Oshkosh corporation,OSK,"",6591115.0,674732000.0,0.0167506,0.0204,804,21727.0,0.330731,addition,9.6030205,Q2 2002,INDUSTRIALS,13F,09/30/2021,49.3753,113.04
Janus henderson group plc,JHG,"",16310393.0,674108000.0,0.0167351,0.0159,805,-139335.0,-0.847035,reduction,9.4635300,Q2 2017,FINANCE,13F,09/30/2021,32.56,45.38
Littelfuse inc.,LFUS,"",2460119.0,672278000.0,0.0166896,0.0156,806,-1711.0,-0.069501,reduction,9.9935220,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,110.94,331.07
Synaptics inc,SYNA,"",3736099.0,671488000.0,0.01667,0.0142,807,68670.0,1.872429,addition,9.5556006,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,44.9929,268.06
Iaa inc,IAA,"",12295721.0,670977000.0,0.0166573,0.0168,808,-104407.0,-0.841983,reduction,9.1216720,Q2 2019,CONSUMER DISCRETIONARY,13F,09/30/2021,39.71,52.83
Magna international inc. class a,MGA,"",8872508.0,667567000.0,0.0165727,0.0197,809,310858.0,3.630819,addition,2.9504482,Q1 2015,CONSUMER DISCRETIONARY,13F,09/30/2021,50.7299,87.85
Prosperity bancshares inc,PB,"",9368994.0,666416000.0,0.0165441,0.0172,810,-237174.0,-2.468976,reduction,10.0817659,Q2 2002,FINANCE,13F,09/30/2021,55.51,75.58
Wyndham hotels & resorts inc,WH,"",8549574.0,659942000.0,0.0163834,0.0155,811,-41697.0,-0.485341,reduction,9.1416689,Q2 2018,CONSUMER DISCRETIONARY,13F,09/30/2021,58.1,86.3
Hanesbrands  inc.,HBI,"",38452515.0,659846000.0,0.016381,0.0178,812,199011.0,0.520243,addition,11.0131253,Q3 2006,CONSUMER DISCRETIONARY,13F,09/30/2021,24.1238,17.48
Louisiana pacific corp.,LPX,"",10745752.0,659466000.0,0.0163716,0.0168,813,-461245.0,-4.115688,reduction,11.2844841,Q2 2002,MATERIALS,13F,09/30/2021,18.59,66.94
Mdu resources group,MDU,"",22201004.0,658704000.0,0.0163527,0.0158,814,1896862.0,9.342242,addition,10.9671995,Q2 2002,INDUSTRIALS,13F,09/30/2021,24.8869,28.76
Amcor ltd,AMCR,"",56800333.0,658317000.0,0.016343,0.016,815,756272.0,1.349424,addition,3.6923618,Q2 2019,MATERIALS,13F,09/30/2021,11.4321,12.15
Highwoods properties  inc.,HIW,"",14993937.0,657634000.0,0.0163261,0.0169,816,-23286.0,-0.155062,reduction,14.4095247,Q2 2002,REAL ESTATE,13F,09/30/2021,37.3,46.15
Shockwave medical inc,SWAV,"",3192166.0,657202000.0,0.0163154,0.0141,817,216384.0,7.2715,addition,9.0814652,Q1 2019,HEALTH CARE,13F,09/30/2021,76.6472,211.35
Ryman hospitality properties  inc. reit,RHP,"",7850289.0,657068000.0,0.016312,0.0149,818,260705.0,3.435037,addition,14.2602026,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,48.9536,90.31
Oge energy corp. (oklahoma gas & electric),OGE,"",19932441.0,656973000.0,0.0163097,0.0169,819,-223499.0,-1.108849,reduction,9.9575395,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,29.17,34.84
Capri holdings ltd (michael kors holdings),CPRI,"",13560870.0,656481000.0,0.0162975,0.02,820,-491262.0,-3.495996,reduction,9.0817506,Q4 2011,INDUSTRIALS,13F,09/30/2021,61.92,63.53
Yeti holdings inc,YETI,"",7635852.0,654315000.0,0.0162437,0.0165,821,415462.0,5.754011,addition,8.7294974,Q4 2018,CONSUMER DISCRETIONARY,13F,09/30/2021,35.6588,102.7
Renaissancere holdings ltd,RNR,"",4687737.0,653471000.0,0.0162227,0.0184,822,-274804.0,-5.537566,reduction,9.9515939,Q2 2002,FINANCE,13F,09/30/2021,99.29,162.69
Fox corp,FOX,"",17522779.0,650445000.0,0.0161476,0.0151,823,340130.0,1.979497,addition,6.9705981,Q1 2019,COMMUNICATIONS,13F,09/30/2021,32.9623,37.54
Dicks sporting goods  inc,DKS,"",5428987.0,650230000.0,0.0161423,0.0137,824,-70917.0,-1.289423,reduction,8.3661552,Q4 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,37.12,135.02
National storage affiliates trust,NSA,"",12276240.0,648063000.0,0.0160885,0.0118,825,2878071.0,30.623742,addition,13.8478904,Q2 2015,REAL ESTATE,13F,09/30/2021,32.1353,61.7
Stifel financial corp,SF,"",9517002.0,646774000.0,0.0160565,0.0152,826,110274.0,1.172289,addition,9.0821636,Q2 2002,FINANCE,13F,09/30/2021,37.082,75.15
Perrigo co plc,PRGO,"",13625524.0,644896000.0,0.0160099,0.018,827,-2138830.0,-13.567508,reduction,10.1899909,Q2 2002,HEALTH CARE,13F,09/30/2021,89.37,42.74
Us foods holding corp,USFD,"",18531285.0,642294000.0,0.0159453,0.0177,828,36394.0,0.196779,addition,8.3282749,Q2 2016,CONSUMER DISCRETIONARY,13F,09/30/2021,28.1927,34.42
Pure storage inc,PSTG,"",25414872.0,639437000.0,0.0158743,0.0119,829,852544.0,3.470941,addition,8.9151816,Q4 2015,INFORMATION TECHNOLOGY,13F,09/30/2021,17.6796,27.71
Voya financial inc,VOYA,"",10400680.0,638499000.0,0.0158511,0.017,830,-720282.0,-6.476796,reduction,9.1686771,Q2 2013,FINANCE,13F,09/30/2021,37.48,69.36
Old republic international corp.,ORI,"",27598472.0,638352000.0,0.0158474,0.0171,831,-1614.0,-0.005848,reduction,9.0268258,Q2 2002,FINANCE,13F,09/30/2021,17.47,25.71
Exelixis inc,EXEL,"",30105074.0,636422000.0,0.0157995,0.0136,832,160194.0,0.534963,addition,9.5556863,Q2 2002,HEALTH CARE,13F,09/30/2021,12.5559,17.88
Thor industries  inc.,THO,"",5178369.0,635696000.0,0.0157815,0.0147,833,-53748.0,-1.027271,reduction,9.3529358,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,60.69,111.56
Exponent inc.,EXPO,"",5616340.0,635489000.0,0.0157763,0.0125,834,-3819.0,-0.067952,reduction,10.7884654,Q1 2003,INDUSTRIALS,13F,09/30/2021,39.38,123.75
Emcor group  inc.,EME,"",5504522.0,635111000.0,0.0157669,0.017,835,-52744.0,-0.9491,reduction,10.2402664,Q2 2002,INDUSTRIALS,13F,09/30/2021,46.58,128.56
Pinnacle financial partners inc,PNFP,"",6746522.0,634712000.0,0.015757,0.0149,836,-31855.0,-0.46995,reduction,8.8644107,Q2 2005,FINANCE,13F,09/30/2021,47.6,102.83
Manpowergroup inc.,MAN,"",5861518.0,634685000.0,0.0157564,0.017,837,108150.0,1.879769,addition,10.8080540,Q2 2002,INDUSTRIALS,13F,09/30/2021,68.2622,98.53
Leggett & platt inc.,LEG,"",14118962.0,633095000.0,0.0157169,0.0181,838,78514.0,0.559199,addition,10.5919558,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,33.3244,43.73
Sps commerce inc,SPSC,"",3924695.0,633093000.0,0.0157168,0.0098,839,-32873.0,-0.830636,reduction,10.9531539,Q2 2011,INFORMATION TECHNOLOGY,13F,09/30/2021,53.75,149.57
Royal gold inc,RGLD,"",6621682.0,632305000.0,0.0156973,0.0192,840,-128865.0,-1.908956,reduction,10.0929332,Q2 2002,MATERIALS,13F,09/30/2021,61.92,107.67
Park hotels & resorts inc,PK,"",32898041.0,629668000.0,0.0156318,0.0169,841,-79340.0,-0.240589,reduction,13.9107947,Q1 2017,REAL ESTATE,13F,09/30/2021,26.42,19.19
Power integrations  inc.,POWI,"",6351744.0,628758000.0,0.0156092,0.013,842,-28445.0,-0.445833,reduction,10.5352139,Q3 2007,INFORMATION TECHNOLOGY,13F,09/30/2021,28.08,106.39
Healthcare realty trust inc,HR,"",21105724.0,628527000.0,0.0156035,0.0156,843,380343.0,1.835156,addition,14.5026962,Q2 2002,REAL ESTATE,13F,09/30/2021,28.2776,32.7
Amn healthcare services inc,AMN,"",5475925.0,628362000.0,0.0155994,0.0128,844,183542.0,3.468041,addition,11.5861794,Q2 2002,HEALTH CARE,13F,09/30/2021,38.6975,115.03
Gap (the),GPS,"",27624554.0,627077000.0,0.0155675,0.0227,845,563301.0,2.081578,addition,7.3449035,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,24.3066,23.76
Block (h&r) inc.,HRB,"",25041019.0,626025000.0,0.0155414,0.0153,846,-1064129.0,-4.076319,reduction,13.7706630,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,21.96,24.32
Willscot corp,WSC,"",19646431.0,623185000.0,0.0154709,0.0141,847,-719173.0,-3.531312,reduction,8.6806703,Q4 2017,FINANCE,13F,09/30/2021,20.48,39.14
Envista holdings corp,NVST,"",14900352.0,622984000.0,0.0154659,0.016,848,3222.0,0.021628,addition,9.2400873,Q3 2019,HEALTH CARE,13F,09/30/2021,27.5831,42.7
First financial bankshares inc,FFIN,"",13525239.0,621485000.0,0.0154287,0.0169,849,-327943.0,-2.367276,reduction,9.5007449,Q2 2002,FINANCE,13F,09/30/2021,25.02,53.81
Texas roadhouse inc  class a,TXRH,"",6791525.0,620270000.0,0.0153985,0.0154,850,355427.0,5.522399,addition,9.7257442,Q4 2004,CONSUMER DISCRETIONARY,13F,09/30/2021,36.6876,91.25
Huntsman corp,HUN,"",20956960.0,620117000.0,0.0153947,0.0139,851,-123932.0,-0.587888,reduction,9.4430539,Q1 2005,MATERIALS,13F,09/30/2021,19.43,33.14
Staar surgical co.,STAA,"",4822627.0,619851000.0,0.0153881,0.0174,852,240654.0,5.252192,addition,10.1752464,Q1 2003,HEALTH CARE,13F,09/30/2021,49.9093,113.4
Range resources corp.,RRC,"",27367084.0,619317000.0,0.0153749,0.0111,853,762874.0,2.867494,addition,10.5347766,Q2 2002,ENERGY,13F,09/30/2021,31.8749,22.07
Woodward inc,WWD,"",5470180.0,619224000.0,0.0153725,0.0166,854,53208.0,0.982246,addition,8.6004606,Q2 2002,INDUSTRIALS,13F,09/30/2021,48.3767,115.66
Autonation  inc. (republic industries),AN,"",5066939.0,616950000.0,0.0153161,0.0149,855,-1258047.0,-19.890115,reduction,7.0771805,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,39.35,117.75
Landstar system inc,LSTR,"",3890074.0,613931000.0,0.0152411,0.0158,856,-125133.0,-3.116477,reduction,10.1632731,Q2 2002,TRANSPORTS,13F,09/30/2021,58.22,176.49
Slm corp,SLM,"",34874336.0,613788000.0,0.0152376,0.0189,857,-1317980.0,-3.641602,reduction,11.4040263,Q2 2002,FINANCE,13F,09/30/2021,9.63,18.37
Neogenomics  inc.,NEO,"",12670362.0,611218000.0,0.0151738,0.0137,858,472802.0,3.876201,addition,10.3036208,Q1 2013,HEALTH CARE,13F,09/30/2021,21.3137,40.71
Sonoco products co.,SON,"",10248744.0,610620000.0,0.0151589,0.0175,859,-245584.0,-2.340159,reduction,10.4233462,Q2 2002,MATERIALS,13F,09/30/2021,42.57,61.85
Topbuild corp,BLD,"",2974933.0,609296000.0,0.0151261,0.0148,860,-37481.0,-1.244218,reduction,9.0327734,Q3 2015,INDUSTRIALS,13F,09/30/2021,39.1,274.26
Xpeng inc.,XPEV,"",17135317.0,608990000.0,0.0151185,0.0153,861,3312813.0,23.966808,addition,2.6486210,Q3 2020,CONSUMER DISCRETIONARY,13F,09/30/2021,40.4445,48.3
Digital turbine inc,APPS,"",8857470.0,608952000.0,0.0151175,0.0151,862,858181.0,10.728216,addition,9.2172835,Q3 2013,INDUSTRIALS,13F,09/30/2021,36.8069,62.83
Stamps.com inc,STMP,"",1846250.0,608875000.0,0.0151156,0.01,863,-159881.0,-7.969619,reduction,10.0195507,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,108.07,
Axalta coating systems ltd,AXTA,"",20849584.0,608600000.0,0.0151088,0.0154,864,601059.0,2.968409,addition,9.0586987,Q4 2014,MATERIALS,13F,09/30/2021,28.549,33.23
Terreno realty corp,TRNO,"",9616835.0,608072000.0,0.0150957,0.0161,865,-379649.0,-3.797825,reduction,13.6363504,Q2 2010,REAL ESTATE,13F,09/30/2021,32.64,76.92
Ii-vi inc.,IIVI,"",10237625.0,607705000.0,0.0150866,0.0185,866,18943.0,0.185376,addition,9.6838698,Q2 2002,INDUSTRIALS,13F,09/30/2021,30.6931,65.33
Ziff davis inc,ZD,"",5109739.8,607036000.0,0.01507,0.0144,867,286209.7,5.933615,addition,9.2175637,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,48.4918,122.69
Synovus financial corp. (columbus  ga),SNV,"",13809881.0,606115000.0,0.0150471,0.0149,868,139157.0,1.01792,addition,9.4300466,Q2 2002,FINANCE,13F,09/30/2021,1643.527,48.96
Scotts miracle-gro co. (the),SMG,"",4140464.0,605997000.0,0.0150442,0.0202,869,-83646.0,-1.980204,reduction,7.4200191,Q2 2002,MATERIALS,13F,09/30/2021,80.75,168.75
Arrowhead pharmaceuticals inc,ARWR,"",9643916.0,602069000.0,0.0149467,0.0199,870,4852.0,0.050337,addition,9.2499375,Q2 2006,HEALTH CARE,13F,09/30/2021,46.1982,63.74
Starwood property trust inc,STWD,"",24634194.0,601321000.0,0.0149281,0.0161,871,-79325.0,-0.320978,reduction,8.5452885,Q3 2009,REAL ESTATE,13F,09/30/2021,20.81,25.84
Ipg photonics corp,IPGP,"",3792291.0,600698000.0,0.0149126,0.0197,872,37044.0,0.98646,addition,7.0887981,Q4 2006,INFORMATION TECHNOLOGY,13F,09/30/2021,100.313,170.9
Medpace holdings inc,MEDP,"",3167065.0,599461000.0,0.0148819,0.0142,873,-60738.0,-1.881713,reduction,8.8417807,Q3 2016,HEALTH CARE,13F,09/30/2021,50.8,227.41
Saia inc,SAIA,"",2515380.0,598736000.0,0.0148639,0.0145,874,-268731.0,-9.652309,reduction,9.5514366,Q4 2002,TRANSPORTS,13F,09/30/2021,57.63,364.45
Varonis systems inc,VRNS,"",9813061.0,597125000.0,0.0148239,0.0141,875,14707.0,0.150097,addition,9.1782308,Q1 2014,INFORMATION TECHNOLOGY,13F,09/30/2021,44.874,59.94
Ingredion inc.,INGR,"",6701732.0,596520000.0,0.0148089,0.0141,876,448570.0,7.173491,addition,10.0018285,Q2 2002,MATERIALS,13F,09/30/2021,68.2866,98.87
Vertiv holdings co,VRT,"",24756131.0,596375000.0,0.0148053,0.0166,877,297733.0,1.217304,addition,7.0244539,Q2 2020,FINANCE,13F,09/30/2021,16.4233,26.76
Euronet worldwide inc.,EEFT,"",4669393.0,594319000.0,0.0147543,0.0158,878,-27789.0,-0.59161,reduction,8.8394663,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,61.46,111.04
New york community bancorp,NYCB,"",46172365.0,594239000.0,0.0147523,0.0125,879,593852.0,1.302921,addition,9.9288360,Q2 2002,FINANCE,13F,09/30/2021,14.9134,12.48
Bilibili inc,BILI,"",8973307.0,593764000.0,0.0147405,0.0264,880,273295.0,3.141318,addition,2.9846633,Q3 2018,COMMUNICATIONS,13F,09/30/2021,70.9692,81.03
Blackline inc,BL,"",5025477.0,593308000.0,0.0147292,0.0138,881,25338.0,0.506746,addition,8.6039529,Q4 2016,INFORMATION TECHNOLOGY,13F,09/30/2021,51.1889,121.58
Colfax corp,CFX,"",12878570.0,591126000.0,0.014675,0.0121,882,2281528.0,21.529857,addition,9.0476472,Q2 2008,INDUSTRIALS,13F,09/30/2021,37.9513,51.38
Regal rexnord corp,RRX,"",3931415.0,591049000.0,0.0146731,0.0131,883,3485.0,0.088724,addition,9.6601984,Q2 2002,INDUSTRIALS,13F,09/30/2021,61.5288,170.03
Toll brothers  inc.,TOL,"",10683996.0,590718000.0,0.0146649,0.0153,884,41045.0,0.385654,addition,8.7777352,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,32.0895,65.05
Mattel inc.,MAT,"",31765637.0,589570000.0,0.0146364,0.0159,885,-98298.0,-0.308493,reduction,9.1026762,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,23.92,22.72
Pacwest bancorp (de),PACW,"",12997586.0,589051000.0,0.0146235,0.013,886,328792.0,2.59529,addition,11.0888080,Q2 2002,FINANCE,13F,09/30/2021,41.1775,48.24
Trip.com group ltd,TCOM,"",19146092.0,588742000.0,0.0146158,0.0162,887,759198.0,4.129017,addition,3.0035139,Q4 2015,CONSUMER DISCRETIONARY,13F,09/30/2021,42.4662,29.37
Post holdings inc,POST,"",5343564.0,588647000.0,0.0146135,0.0145,888,-42213.0,-0.783787,reduction,8.3876839,Q1 2012,CONSUMER STAPLES,13F,09/30/2021,59.28,105.95
Morningstar inc,MORN,"",2267899.0,587454000.0,0.0145838,0.0151,889,-96537.0,-4.082876,reduction,5.2660310,Q2 2005,COMMUNICATIONS,13F,09/30/2021,111.95,320.07
Popular inc (puerto rico),BPOP,"",7554063.0,586725000.0,0.0145657,0.0139,890,112134.0,1.506787,addition,9.3639964,Q2 2002,FINANCE,13F,09/30/2021,44.4505,84.19
Eqt corporation (equitable gas co.),EQT,"",28665502.0,586496000.0,0.0145601,0.0148,891,1973232.0,7.392522,addition,7.5831425,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,27.3506,21.39
Caci international inc. class a,CACI,"",2231362.0,584840000.0,0.0145189,0.0143,892,-16237.0,-0.722415,reduction,9.4605211,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,86.77,278.7
Planet fitness inc,PLNT,"",7436761.0,584158000.0,0.014502,0.0143,893,-222857.0,-2.909505,reduction,8.9348304,Q3 2015,CONSUMER DISCRETIONARY,13F,09/30/2021,31.02,91.8
Inspire medical systems inc,INSP,"",2505605.0,583506000.0,0.0144858,0.012,894,4672.0,0.18681,addition,9.1875988,Q2 2018,HEALTH CARE,13F,09/30/2021,111.0177,271.85
Bank of the ozarks,OZK,"",13013688.0,581321442.96,0.0144316,0.0138,895,53329.0,0.411478,addition,10.7040551,,FINANCE,13G,10/29/2021,,47.26
Marriot vacations worldwide corp,VAC,"",3679496.0,578894000.0,0.0143713,0.0146,896,-14524.0,-0.393176,reduction,8.6156989,Q4 2011,CONSUMER DISCRETIONARY,13F,09/30/2021,79.03,168.76
Onemain holdings inc,OMF,"",10452503.0,578338000.0,0.0143575,0.0135,897,1385499.0,15.28067,addition,7.9157924,Q4 2015,FINANCE,13F,09/30/2021,41.6156,51.02
Rapid7 inc,RPD,"",5113294.0,577905000.0,0.0143468,0.0119,898,68553.0,1.3589,addition,9.1663252,Q3 2015,INFORMATION TECHNOLOGY,13F,09/30/2021,39.0156,132.4
Workiva inc,WK,"",4092194.0,576836000.0,0.0143202,0.0118,899,-176508.0,-4.134934,reduction,9.5136215,Q1 2015,INFORMATION TECHNOLOGY,13F,09/30/2021,39.79,136.8
Fox factory holding corp,FOXF,"",3980496.0,575341000.0,0.0142831,0.0154,900,2345.0,0.058947,addition,9.4541002,Q3 2013,CONSUMER DISCRETIONARY,13F,09/30/2021,52.0445,187.18
Maximus  inc.,MMS,"",6914203.0,575262000.0,0.0142812,0.0152,901,-18322.0,-0.26429,reduction,11.2477671,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,45.5,83.69
Blueprint medicines corp,BPMC,"",5583132.0,574001000.0,0.0142499,0.0122,902,17589.0,0.316034,addition,9.5317531,Q2 2015,HEALTH CARE,13F,09/30/2021,67.6013,111.99
Coherent inc.,COHR,"",2292154.0,573245000.0,0.0142311,0.0152,903,-22123.0,-0.955936,reduction,9.3442886,Q2 2008,INFORMATION TECHNOLOGY,13F,09/30/2021,70.78,258.7
Hudson pacific properties inc,HPP,"",21780083.0,572163000.0,0.0142042,0.0151,904,5217.0,0.023959,addition,14.2840982,Q3 2010,REAL ESTATE,13F,09/30/2021,28.7294,27.52
