Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Dt midstream inc,DTM,,9877576,418809222.4,0.0116403,0,1176,9869393,120608.4932,addition,10.2112315,,ENERGY,13G,7/31/21,,47.96
Moog inc class a,MOG.A,,4967940,417605000,0.0116068,0.0125,1177,-137338,-2.690118,reduction,16.9691966,Q4 2009,INDUSTRIALS,13F,6/30/21,71.03,75.53
Hub group  inc. class a,HUBG,,6325544,417360000,0.0116,0.0123,1178,84609,1.35571,addition,18.7649762,Q1 2009,TRANSPORTS,13F,6/30/21,47.9346,78.57
Sleep number corp,SNBR,,3791529,416880000,0.0115867,0.0174,1179,-339425,-8.216625,reduction,16.0508382,Q4 2010,CONSUMER DISCRETIONARY,13F,6/30/21,27.41,88.34
Xenia hotels & resorts inc,XHR,,22223664,416249000,0.0115691,0.0128,1180,-63504,-0.284935,reduction,19.4587449,Q2 2015,REAL ESTATE,13F,6/30/21,19.33,17.8
Myriad genetics inc,MYGN,,13603670,416000000,0.0115622,0.0118,1181,373791,2.825355,addition,17.4282319,Q2 2009,HEALTH CARE,13F,6/30/21,23.5098,30.77
Ishares 20+ year treasury bond etf,TLT,,2877025,415299000,0.0115427,0.0127,1182,-325354,-10.159759,reduction,No Data,Q2 2014,FINANCE,13F,6/30/21,143.91,147.69
Equitrans midstream corp,ETRN,,48774870,415075000,0.0115365,0.0101,1183,6838191,16.305991,addition,11.276853,Q4 2018,ENERGY,13F,6/30/21,12.6113,10.31
Nice ltd adr,NICE,,1676702,414917000,0.0115321,0.0107,1184,3230,0.193012,addition,2.6563113,Q3 2018,INFORMATION TECHNOLOGY,13F,6/30/21,252.2707,283.02
Sanderson farms  inc.,SAFM,,2202200,413946000,0.0115051,0.0106,1185,-117089,-5.048487,reduction,9.8626056,Q4 2009,CONSUMER STAPLES,13F,6/30/21,110.06,189.45
Spx corp,SPXC,,6773065,413699000,0.0114983,0.0119,1186,-152973,-2.208665,reduction,14.945864,Q3 2007,INDUSTRIALS,13F,6/30/21,29.46,58.09
Vista outdoor inc,VSTO,,8930019,413281000,0.0114866,0.0087,1187,-275310,-2.990768,reduction,15.5640589,Q1 2015,CONSUMER DISCRETIONARY,13F,6/30/21,19.89,41.84
Stepan co,SCL,,3433174,412907000,0.0114762,0.0131,1188,-60250,-1.724669,reduction,15.245,Q4 2009,MATERIALS,13F,6/30/21,84.72,120.02
Sensient technologies  inc.,SXT,,4762173,412214000,0.011457,0.0113,1189,-157718,-3.205721,reduction,11.2965129,Q3 2007,MATERIALS,13F,6/30/21,78.15,95.6
Proto labs inc,PRLB,,4486625,411872000,0.0114475,0.0159,1190,55835,1.260159,addition,16.1615749,Q2 2012,CONSUMER DISCRETIONARY,13F,6/30/21,80.9665,59.81
Cvb financial corp.,CVBF,,19953071,410833000,0.0114186,0.013,1191,-100609,-0.501698,reduction,14.682648,Q3 2008,FINANCE,13F,6/30/21,21.78,20.02
Blackbaud inc,BLKB,,5363872,410712000,0.0114152,0.0118,1192,-299621,-5.290392,reduction,10.9728523,Q4 2009,INFORMATION TECHNOLOGY,13F,6/30/21,78.45,71.01
Ishares core u.s. treasury bond etf,GOVT,,15415203,410044000,0.0113967,0.0118,1193,91288,0.595722,addition,No Data,Q4 2014,FINANCE,13F,6/30/21,25.9439,26.49
Appian corp,APPN,,2974492,409737000,0.0113881,0.0111,1194,139054,4.904145,addition,7.5145794,Q2 2017,INFORMATION TECHNOLOGY,13F,6/30/21,53.2729,99.41
Farfetch ltd,FTCH,,8133640,409610000,0.0113846,0.0136,1195,-565966,-6.505651,reduction,2.612361,Q3 2018,CONSUMER DISCRETIONARY,13F,6/30/21,25.95,39.21
Boyd gaming corp.,BYD,,6655634,409255000,0.0113747,0.0164,1196,-2780843,-29.46908,reduction,5.9306695,Q2 2009,CONSUMER DISCRETIONARY,13F,6/30/21,24.96,63.78
Beam therapeutics inc.,BEAM,,3174387,408575000,0.0113558,0.0073,1197,82576,2.670797,addition,4.7842568,Q1 2020,HEALTH CARE,13F,6/30/21,41.207,88.77
Valmont industries  inc.,VMI,,1730099,408390000,0.0113507,0.0125,1198,-66211,-3.685945,reduction,8.1557512,Q2 2009,INDUSTRIALS,13F,6/30/21,157.46,238.96
United community banks inc,UCBI,,12756551,408336000,0.0113492,0.0128,1199,18578,0.145847,addition,14.7257177,Q3 2011,FINANCE,13F,6/30/21,27.1371,34.84
Weingarten realty investors,WRI,,12715575,407789000,0.011334,0.0106,1200,-654962,-4.898547,reduction,N/A,Q2 2009,REAL ESTATE,13F,6/30/21,33.09,
Ollies bargain outlet holdings inc,OLLI,,4835667,406824000,0.0113072,0.0128,1201,-165537,-3.309943,reduction,7.4313641,Q4 2015,CONSUMER STAPLES,13F,6/30/21,45.15,67.66
Ishares russell 1000 growth etf,IWF,,1495135,405899000,0.0112815,0.0103,1202,50335,3.483873,addition,No Data,Q4 2015,FINANCE,13F,6/30/21,159.6365,298
Heska corp,HSKA,,1764742,405415000,0.011268,0.0084,1203,59872,3.511822,addition,16.5775653,Q1 2016,HEALTH CARE,13F,6/30/21,119.0856,223.53
Service properties trust,SVC,,32111222,404602000,0.0112454,0.0098,1204,3894548,13.802293,addition,19.4781387,Q3 2007,REAL ESTATE,13F,6/30/21,22.2659,10.77
Columbia banking system  inc.,COLB,,10491321,404546000,0.0112439,0.0133,1205,-48523,-0.460377,reduction,14.6185403,Q3 2007,FINANCE,13F,6/30/21,39.47,34.13
Cheesecake factory  inc. (the),CAKE,,7458877,404122000,0.0112321,0.0128,1206,5580,0.074866,addition,16.0199248,Q2 2009,CONSUMER DISCRETIONARY,13F,6/30/21,48.0346,40.64
Pacira biosciences inc,PCRX,,6659080,404073000,0.0112307,0.0148,1207,-514407,-7.170948,reduction,14.9794425,Q2 2012,HEALTH CARE,13F,6/30/21,43.47,52.28
Fox corp,FOX,,11463510,403516000,0.0112152,0.0117,1208,52524,0.460293,addition,4.5602082,Q1 2019,COMMUNICATIONS,13F,6/30/21,35.9167,36.96
Western alliance bancorporation,WAL,,4336898,402682000,0.0111921,0.0124,1209,-134443,-3.006771,reduction,4.161236,Q3 2010,FINANCE,13F,6/30/21,51.5,116.09
Diamondrock hospitality co,DRH,,41503375,402584000,0.0111893,0.0125,1210,90527,0.218596,addition,19.7053492,Q4 2009,REAL ESTATE,13F,6/30/21,10.7776,9.04
Ryman hospitality properties  inc. reit,RHP,,5098264,402559000,0.0111886,0.0116,1211,-8972,-0.175672,reduction,9.2610957,Q4 2009,CONSUMER DISCRETIONARY,13F,6/30/21,64.45,85.54
Murphy oil corp.,MUR,,17271511,402080000,0.0111753,0.0065,1212,3809989,28.30281,addition,11.18368,Q3 2007,ENERGY,13F,6/30/21,26.3664,27.83
Qualys  inc.,QLYS,,3991991,401954000,0.0111718,0.0133,1213,-330867,-7.653895,reduction,10.2503481,Q2 2013,INFORMATION TECHNOLOGY,13F,6/30/21,52.66,124.48
Ishares 7-10 year treasury bond etf,IEF,,3478389,401719000,0.0111653,0.006,1214,1679727,93.387585,addition,No Data,Q4 2014,FINANCE,13F,6/30/21,115.3762,114.63
Texas capital bancshares inc,TCBI,,6322306,401404000,0.0111565,0.013,1215,104580,1.681965,addition,12.4952199,Q2 2009,FINANCE,13F,6/30/21,69.1646,60.6
Office depot inc,ODP,,8354845,401117000,0.0111486,0.011,1216,-307378,-3.548489,reduction,15.666837,Q4 2008,CONSUMER DISCRETIONARY,13F,6/30/21,39.02,43.3
Sanmina corp.,SANM,,10288641,400845000,0.011141,0.0127,1217,-176757,-1.688966,reduction,15.8055965,Q4 2009,INFORMATION TECHNOLOGY,13F,6/30/21,38.42,37.75
Evertec  inc.,EVTC,,9181792,400786000,0.0111394,0.0103,1218,-237708,-2.523573,reduction,12.7578302,Q2 2013,FINANCE,13F,6/30/21,19.36,45.21
Navient corp,NAVI,,20718209,400484000,0.011131,0.0095,1219,-1760952,-7.833709,reduction,12.3440096,Q2 2014,FINANCE,13F,6/30/21,12.68,19.7
Pacwest bancorp (de),PACW,,9719136,400040000,0.0111186,0.0116,1220,-601743,-5.830346,reduction,8.2918192,Q3 2008,FINANCE,13F,6/30/21,48.61,47.47
Axos financial inc,AX,,8617233,399754000,0.0111107,0.012,1221,-66170,-0.762028,reduction,14.5180436,Q2 2011,FINANCE,13F,6/30/21,28.43,53
J & j snack foods corp.,JJSF,,2288042,399059000,0.0110914,0.011,1222,-89653,-3.770585,reduction,12.0019599,Q4 2009,CONSUMER STAPLES,13F,6/30/21,142.36,147.55
Haemonetics corp. (ma),HAE,,5979303,398462000,0.0110748,0.0157,1223,1181697,24.630972,addition,11.7173188,Q4 2009,HEALTH CARE,13F,6/30/21,51.8523,68.71
Ashland inc.,ASH,,4552010,398300000,0.0110703,0.0125,1224,-227148,-4.752887,reduction,7.4949368,Q3 2007,MATERIALS,13F,6/30/21,66.53,96.01
Plexus corp.,PLXS,,4352162,397830000,0.0110572,0.0122,1225,-158181,-3.507073,reduction,15.2205518,Q4 2008,INFORMATION TECHNOLOGY,13F,6/30/21,59.9,87.32
Perficient inc.,PRFT,,4945922,397750000,0.011055,0.0088,1226,-172658,-3.373162,reduction,15.0189136,Q2 2011,INFORMATION TECHNOLOGY,13F,6/30/21,21.85,123.6
Ishares jp morgan usd emerging markets b,EMB,,3534079,397443000,0.0110464,0.0102,1227,337002,10.540941,addition,No Data,Q2 2009,FINANCE,13F,6/30/21,110.9583,109.89
Realogy holdings corp. (domus holdings corp.),RLGY,,21813248,397438000,0.0110463,0.0095,1228,521620,2.449883,addition,18.7102951,Q4 2012,REAL ESTATE,13F,6/30/21,17.2342,17.32
Esco technologies inc,ESE,,4235330,397318000,0.011043,0.0143,1229,-246162,-5.492858,reduction,16.2513326,Q4 2009,INFORMATION TECHNOLOGY,13F,6/30/21,63.66,84.56
Owens-il inc,OI,,24314658,397060000,0.0110358,0.0107,1230,-461744,-1.863644,reduction,15.4590421,Q3 2007,MATERIALS,13F,6/30/21,16.73,13.05
Sterling bancorp  inc. (provident bancorp),STL,,15998207,396594000,0.0110228,0.0115,1231,-1024834,-6.020276,reduction,8.3023471,Q4 2010,FINANCE,13F,6/30/21,23.56,25.45
Callon petroleum co. (1994),CPE,,6867533,396189000,0.0110116,0.006,1232,1535793,28.804724,addition,14.8356925,Q2 2011,ENERGY,13F,6/30/21,432.0163,51.73
Trinseo plc,TSE,,6597742,394809000,0.0109732,0.0127,1233,-174128,-2.571343,reduction,16.9923025,Q2 2015,MATERIALS,13F,6/30/21,54.69,56.06
Fti consulting  inc.,FCN,,2884082,393995000,0.0109506,0.0127,1234,-192150,-6.246278,reduction,8.4136892,Q2 2009,INDUSTRIALS,13F,6/30/21,44.68,143.92
Teva pharmaceutical industries ltd  adr,TEVA,,39756043,393587000,0.0109393,0.0142,1235,-2228410,-5.307703,reduction,3.6400332,Q1 2014,HEALTH CARE,13F,6/30/21,25.94,8.74
Dana incorporated,DAN,,16547603,393170000,0.0109277,0.0125,1236,-901908,-5.168672,reduction,11.3941595,Q2 2008,CONSUMER DISCRETIONARY,13F,6/30/21,20.26,22.19
Altice usa inc,ATUS,,11513041,393060000,0.0109246,0.0129,1237,-2026942,-14.970048,reduction,2.5185574,Q2 2017,CONSUMER DISCRETIONARY,13F,6/30/21,23.77,16.3
Mednax inc,MD,,13033220,392952000,0.0109216,0.01,1238,-344571,-2.575694,reduction,15.101047,Q3 2007,HEALTH CARE,13F,6/30/21,44.99,27.23
Q2 holdings inc,QTWO,,3830322,392915000,0.0109206,0.0113,1239,-4314,-0.112501,reduction,6.7836597,Q1 2015,COMMUNICATIONS,13F,6/30/21,60.77,78.46
Clean harbors inc.,CLH,,4202619,391433000,0.0108794,0.0106,1240,-92681,-2.157731,reduction,7.7250318,Q3 2007,INDUSTRIALS,13F,6/30/21,59.14,112.54
Ishares msci usa momentum factor etf-ishares msci usa momentum factor etf,MTUM,,2255370,391149000,0.0108715,0.0095,1241,251135,12.530217,addition,No Data,Q1 2017,FINANCE,13F,6/30/21,136.1156,190.68
Mgic investment corp. (1984),MTG,,28754698,391064000,0.0108691,0.0128,1242,-2599373,-8.290384,reduction,8.4741537,Q4 2008,FINANCE,13F,6/30/21,11.65,16.16
Four corners property trust inc,FCPT,,14141778,390452000,0.0108521,0.012,1243,-723215,-4.865223,reduction,18.5660733,Q4 2015,REAL ESTATE,13F,6/30/21,24.38,29
Tripadvisor inc,TRIP,,9666988,389579000,0.0108279,0.0138,1244,944748,10.831484,addition,7.7580274,Q4 2011,CONSUMER DISCRETIONARY,13F,6/30/21,39.1812,32.97
Apollo commercial real estate finance,ARI,,24415648,389428000,0.0108237,0.0102,1245,-405923,-1.635364,reduction,17.4529555,Q4 2010,REAL ESTATE,13F,6/30/21,18.3,15.14
Gibraltar industries inc,ROCK,,5089552,388384000,0.0107947,0.0143,1246,-241577,-4.531442,reduction,15.5947389,Q4 2009,INDUSTRIALS,13F,6/30/21,44.4,65.16
Futu holdings ltd,FUTU,,2161574,387116000,0.0107594,0.0031,1247,1489432,221.594842,addition,2.5474216,Q2 2020,INFORMATION TECHNOLOGY,13F,6/30/21,136.978,53.52
Caredx inc,CDNA,,4227346,386885000,0.010753,0.0082,1248,127928,3.120638,addition,8.0326311,Q1 2017,HEALTH CARE,13F,6/30/21,27.4785,51
Sally beauty holdings inc,SBH,,17514091,386538000,0.0107434,0.011,1249,-1107305,-5.946412,reduction,15.494613,Q3 2007,CONSUMER DISCRETIONARY,13F,6/30/21,17.6,15.26
Retail opportunity investments corp,ROIC,,21875278,386316000,0.0107372,0.0102,1250,-65538,-0.298704,reduction,18.4169887,Q4 2010,REAL ESTATE,13F,6/30/21,19.84,17.77
Mueller industries inc,MLI,,8906245,385728000,0.0107208,0.0111,1251,-190678,-2.096071,reduction,15.5829471,Q4 2009,INDUSTRIALS,13F,6/30/21,33.88,52.64
Aaon  inc,AAON,,6119713,383032000,0.0106459,0.0129,1252,-163276,-2.598699,reduction,11.6780097,Q4 2010,INDUSTRIALS,13F,6/30/21,38.14,71.65
Huazhu grp ltd ads adr,HTHT,,7250400,382894000,0.0106421,0.0108,1253,532396,7.924913,addition,2.2189573,Q3 2012,CONSUMER DISCRETIONARY,13F,6/30/21,38.8095,46.36
Arena pharmaceuticals inc,ARNA,,5608010,382466000,0.0106302,0.0113,1254,61393,1.106855,addition,9.1822573,Q4 2009,HEALTH CARE,13F,6/30/21,443.9807,57.39
Ppd  inc.,PPD,,8297301,382425000,0.010629,0.0158,1255,-5893374,-41.529906,reduction,2.3617817,Q1 2020,HEALTH CARE,13F,6/30/21,27.47,47.17
Barnes group inc,B,,7460879,382369000,0.0106275,0.011,1256,-111477,-1.472157,reduction,14.7520145,Q4 2009,INDUSTRIALS,13F,6/30/21,52.31,41.94
Banco bradesco s.a. adr,BBD,,74535501,382367000,0.0106274,0.0074,1257,21109217,39.510921,addition,1.5372898,Q1 2011,FINANCE,13F,6/30/21,5.7608,3.5
Kinsale capital group inc,KNSL,,2318988,382100000,0.01062,0.0119,1258,-145183,-5.891758,reduction,10.168506,Q1 2017,FINANCE,13F,6/30/21,73.75,187.15
Cracker barrel old country store  inc.,CBRL,,2572926,381975000,0.0106165,0.0146,1259,-304426,-10.580075,reduction,10.8441611,Q2 2009,CONSUMER DISCRETIONARY,13F,6/30/21,156.43,133.17
Visteon corp.,VC,,3158374,381974000,0.0106165,0.0123,1260,-269925,-7.873438,reduction,11.2862258,Q2 2011,CONSUMER DISCRETIONARY,13F,6/30/21,88.72,113.18
Wendys co. (the),WEN,,16285409,381403000,0.0106006,0.0115,1261,-2980694,-15.471183,reduction,7.3098333,Q3 2009,CONSUMER DISCRETIONARY,13F,6/30/21,15.36,22.3
Hannon armstrong sustainable infrastructure capital  inc.,HASI,,6783571,380897000,0.0105866,0.0121,1262,-545293,-7.440348,reduction,8.6286098,Q2 2013,REAL ESTATE,13F,6/30/21,28.3,60.4
Smartsheet inc,SMAR,,5250669,379725000,0.010554,0.0104,1263,-309084,-5.559312,reduction,4.1682896,Q2 2018,INFORMATION TECHNOLOGY,13F,6/30/21,45.08,69.01
Cadence bancorp,CADE,,18183809,379679000,0.0105527,0.0113,1264,-318674,-1.722331,reduction,14.5729454,Q2 2017,FINANCE,13F,6/30/21,20.38,
Pennymac mortgage investment trust,PMT,,17983937,378741000,0.0105266,0.0106,1265,-412436,-2.241942,reduction,18.3748905,Q4 2013,REAL ESTATE,13F,6/30/21,19.29,20.15
Sarepta therapeutics inc,SRPT,,4866351,378310000,0.0105147,0.0121,1266,-647199,-11.738336,reduction,6.0947737,Q4 2012,HEALTH CARE,13F,6/30/21,58.75,79.13
Nov inc,NOV,,24682474,378135000,0.0105098,0.0112,1267,-3049280,-10.995626,reduction,6.3174336,Q3 2007,ENERGY,13F,6/30/21,34.37,14.02
Carters inc,CRI,,3662848,377897000,0.0105032,0.0103,1268,-259350,-6.612364,reduction,8.3225588,Q4 2009,CONSUMER DISCRETIONARY,13F,6/30/21,90.53,98.52
Digitalbridge group inc,DBRG,,47828796,377848000,0.0105018,0.0098,1269,-3810913,-7.379811,reduction,9.71269,Q3 2014,REAL ESTATE,13F,6/30/21,8.9,6.7
Berry global group inc,BERY,,5787667,377473000,0.0104914,0.0108,1270,-218069,-3.631012,reduction,4.2776548,Q2 2013,CONSUMER DISCRETIONARY,13F,6/30/21,49.56,65.54
Rbc bearings inc,ROLL,,1891621,377228000,0.0104846,0.0112,1271,-40944,-2.118635,reduction,7.441246,Q4 2009,INDUSTRIALS,13F,6/30/21,107.35,233.93
Edgewell personal care company,EPC,,8585002,376880000,0.0104749,0.0103,1272,-226297,-2.568259,reduction,15.7919153,Q3 2015,INDUSTRIALS,13F,6/30/21,59.7,34.99
First bancorp (puerto rico),FBP,,31567823,376288000,0.0104585,0.0107,1273,-676008,-2.09655,reduction,15.1403746,Q4 2011,FINANCE,13F,6/30/21,6.56,13.65
Murphy usa inc,MUSA,,2820535,376176000,0.0104554,0.0129,1274,-210142,-6.93383,reduction,10.9132545,Q3 2013,ENERGY,13F,6/30/21,75.4,162.95
Altra industrial motion corp,AIMC,,5783355,376037000,0.0104515,0.0086,1275,465609,8.755759,addition,8.9156928,Q4 2010,INDUSTRIALS,13F,6/30/21,42.0511,52.15
Cinemark holdings inc,CNK,,21061511,375526741.1,0.0104373,0.01,1276,4767005,29.25529,addition,17.6059656,,COMMUNICATIONS,13G,8/31/21,,18.8
Forward air corp,FWRD,,4181329,375274000,0.0104303,0.0116,1277,-248127,-5.601749,reduction,15.4290368,Q4 2008,TRANSPORTS,13F,6/30/21,50.6,100.56
Shenandoah telecommunications co,SHEN,,7734539,375202000,0.0104283,0.0112,1278,-77513,-0.992223,reduction,15.4798672,Q4 2009,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,36.73,27.64
Dolby laboratories,DLB,,3816463,375119000,0.010426,0.0112,1279,-53521,-1.382977,reduction,5.8444445,Q2 2009,INFORMATION TECHNOLOGY,13F,6/30/21,62.09,88.35
Uniti group inc,UNIT,,35380931,374685000,0.0104139,0.0113,1280,455658,1.304666,addition,15.1584466,Q2 2015,REAL ESTATE,13F,6/30/21,16.1574,14.31
Two harbors investments corp,TWO,,49558318,374661000,0.0104132,0.0061,1281,21364037,75.774364,addition,18.1054793,Q2 2011,REAL ESTATE,13F,6/30/21,11.6732,6.42
Chesapeake energy corp,CHK,,7212844,374491000,0.0104085,0.0037,1282,4343761,151.398931,addition,7.3390242,Q1 2021,ENERGY,13F,6/30/21,48.527,63.74
Mantech international corp,MANT,,4323391,374146000,0.0103989,0.0116,1283,-235075,-5.156888,reduction,15.7157367,Q2 2009,INFORMATION TECHNOLOGY,13F,6/30/21,44.55,86.22
Green dot corp,GDOT,,7983096,374006000,0.010395,0.0106,1284,112792,1.433134,addition,14.6092651,Q3 2010,FINANCE,13F,6/30/21,41.5164,42.36
Amyris inc.,AMRS,,22829395,373717000,0.010387,0.0067,1285,10873530,90.947246,addition,7.6614829,Q1 2017,MATERIALS,13F,6/30/21,13.1492,14.82
Boot barn holdings inc,BOOT,,4427062,372093000,0.0103419,0.0084,1286,-159318,-3.47372,reduction,14.9914744,Q2 2015,CONSUMER DISCRETIONARY,13F,6/30/21,29.53,104.49
Papa johns international inc.,PZZA,,3558226,371620000,0.0103287,0.0098,1287,-194036,-5.171174,reduction,9.731556,Q4 2009,CONSUMER DISCRETIONARY,13F,6/30/21,79.2,124.08
Acadia realty trust,AKR,,16875045,370577000,0.0102997,0.0093,1288,191034,1.145012,addition,19.082087,Q2 2009,REAL ESTATE,13F,6/30/21,27.2395,21.38
Crane company,CR,,4011345,370528000,0.0102984,0.0114,1289,-127885,-3.089584,reduction,6.8415685,Q2 2009,INDUSTRIALS,13F,6/30/21,81.14,103.28
Interdigital  inc.,IDCC,,5067101,370049000,0.0102851,0.0072,1290,1228704,32.010863,addition,16.501374,Q4 2009,INFORMATION TECHNOLOGY,13F,6/30/21,79.4916,66.95
Sociedad quimica y minera de chile s.a. class a adr,SQM,,7816488,369952000,0.0102824,0.0072,1291,3168721,68.177277,addition,5.4729817,Q3 2009,MATERIALS,13F,6/30/21,40.486,54.89
Ozon holdings plc,OZON,,6297176,369140000,0.0102598,0.0087,1292,1041541,19.817605,addition,3.0880117,Q4 2020,CONSUMER DISCRETIONARY,13F,6/30/21,46.4348,45
Xperi corp,XPER,,16596335,369104000,0.0102588,0.0106,1293,35144,0.212207,addition,15.820095,Q4 2009,INFORMATION TECHNOLOGY,13F,6/30/21,21.4317,17.92
Avnet inc,AVT,,9203233,368867000,0.0102522,0.0114,1294,-108616,-1.166428,reduction,9.2491418,Q1 2009,INFORMATION TECHNOLOGY,13F,6/30/21,43.68,38.11
Inspire medical systems inc,INSP,,1905831,368322000,0.0102371,0.0122,1295,-96385,-4.813916,reduction,6.9883364,Q2 2018,HEALTH CARE,13F,6/30/21,75.01,269.58
Cno financial group inc,CNO,,15588610,368204000,0.0102338,0.0118,1296,-996098,-6.006123,reduction,12.1986934,Q4 2009,FINANCE,13F,6/30/21,20.45,24.14
Assured guaranty ltd.,AGO,,7696560,367972533.6,0.0102273,0.0096,1297,419697,5.767554,addition,10.2062856,,FINANCE,13G,7/31/21,,55.58
Independent bank corp. (ma),INDB,,4872870,367903000,0.0102254,0.0121,1298,-13444,-0.275136,reduction,14.7463968,Q2 2009,FINANCE,13F,6/30/21,69.32,84.5
Emergent biosolutions inc,EBS,,5838790,367785000,0.0102221,0.0153,1299,230314,4.106534,addition,10.8728319,Q3 2010,HEALTH CARE,13F,6/30/21,46.1419,47.67
Vericel corp,VCEL,,7002125,367613000,0.0102174,0.0119,1300,-258741,-3.563501,reduction,15.0159792,Q1 2017,HEALTH CARE,13F,6/30/21,35.01,46.02
Nordstrom inc.,JWN,,10044375,367324000,0.0102093,0.0132,1301,-1837728,-15.466353,reduction,6.3211926,Q3 2007,CONSUMER DISCRETIONARY,13F,6/30/21,34.46,28.73
Washington real estate investment trusts,WRE,,15968192,367267000,0.0102077,0.0103,1302,121495,0.76669,addition,18.8732509,Q3 2008,REAL ESTATE,13F,6/30/21,28.478,25.35
Alamos gold inc,AGI,,46381888,366416915.2,0.0101841,0,1303,46262250,38668.52505,addition,11.8217341,,MATERIALS,13G,8/31/21,,7.44
Boise cascade l.l.c.,BCC,,6266153,365632000,0.0101623,0.0114,1304,-241570,-3.712051,reduction,15.9319207,Q1 2013,MATERIALS,13F,6/30/21,30.08,56.62
Liberty global plc class c,LBTYK,,13506917,365228000,0.0101511,0.0108,1305,-855291,-5.95515,reduction,3.6899178,Q4 2013,COMMUNICATIONS,13F,6/30/21,32.3,28.84
Liveramp holdings inc,RAMP,,7787233,364832000,0.0101401,0.0119,1306,1392,0.017879,addition,11.4649332,Q2 2009,INFORMATION TECHNOLOGY,13F,6/30/21,31.9827,53.51
Gds holdings ltd adr,GDS,,4647554,364787000,0.0101388,0.012,1307,-373880,-7.445682,reduction,2.6044194,Q2 2017,COMMUNICATIONS,13F,6/30/21,46.11,59.4
Kemper corp. (1990),KMPR,,4926951,364103000,0.0101198,0.0122,1308,-269060,-5.178203,reduction,7.7435068,Q1 2009,FINANCE,13F,6/30/21,52.35,63.48
Msc industrial direct  inc.,MSM,,4057242,364056000,0.0101185,0.0116,1309,-308153,-7.058995,reduction,8.6337609,Q1 2009,INDUSTRIALS,13F,6/30/21,94.43,84.07
Innospec inc,IOSP,,4011232,363456000,0.0101018,0.012,1310,29294,0.735672,addition,16.2991954,Q4 2010,MATERIALS,13F,6/30/21,69.1479,90.61
Cnx resources corporation,CNX,,26567742,362916000,0.0100868,0.0118,1311,-636672,-2.340326,reduction,12.1914539,Q3 2007,ENERGY,13F,6/30/21,12.37,14.61
Gentherm inc.,THRM,,5103107,362576000,0.0100774,0.0113,1312,-92260,-1.775813,reduction,15.3918507,Q2 2011,CONSUMER DISCRETIONARY,13F,6/30/21,41.69,73.63
Federal signal corp.,FSS,,8990178,361675000,0.0100523,0.0105,1313,-300787,-3.237414,reduction,14.7362059,Q2 2009,INDUSTRIALS,13F,6/30/21,17.81,42.81
Associated banc-corp,ASB,,17656217,361600000,0.0100502,0.0085,1314,4125526,30.490135,addition,11.5424762,Q4 2007,FINANCE,13F,6/30/21,23.2925,22.28
Synnex corp,SNX,,3472852,361523893.2,0.0100481,0.0119,1315,-47317,-1.344168,reduction,6.6869775,,INFORMATION TECHNOLOGY,13G,9/30/21,,105
Hilltop holdings inc,HTH,,9930923,361486000,0.0100471,0.0102,1316,-281499,-2.756437,reduction,12.2370414,Q4 2009,REAL ESTATE,13F,6/30/21,30.6,35.44
